{'name': 'гаршина', 'options': ['Гаршина Улица']}	гаршина
{'name': 'гвардейцев', 'options': ['Гвардейцев Улица']}	гвардейцев
{'name': 'гвоздильная', 'options': ['Гвоздильная Улица']}	гвоздильная
{'name': 'гейне', 'options': ['Гейне Улица']}	гейне
{'name': 'генерала', 'options': ['Генерала Зимина Улица', 'Генерала Ивлиева Улица', 'Генерала Штеменко Улица', 'Им Генерала Клюева Улица', 'имени Генерала Ивлиева И.Д. Улица']}	генерала
{'name': 'зимина', 'options': ['Генерала Зимина Улица']}	зимина
{'name': 'ивлиева', 'options': ['Генерала Ивлиева Улица', 'имени Генерала Ивлиева И.Д. Улица']}	ивлиева
{'name': 'штеменко', 'options': ['Генерала Штеменко Улица']}	штеменко
{'name': 'генкиной', 'options': ['Генкиной Улица']}	генкиной
{'name': 'геологов', 'options': ['Геологов Улица']}	геологов
{'name': 'георгиевский', 'options': ['Георгиевский Съезд Улица']}	георгиевский
{'name': 'германа', 'options': ['Германа Лопатина Улица']}	германа
{'name': 'лопатина', 'options': ['Германа Лопатина Улица']}	лопатина
{'name': 'героев', 'options': ['Героев Площадь', 'Героев Проспект', 'Героев космоса Улица', 'ГСК 33А ул. Героев космоса Территория']}	героев
{'name': 'космоса', 'options': ['Героев космоса Улица', 'ГСК 33А ул. Героев космоса Территория']}	космоса
{'name': 'геройская', 'options': ['Геройская Улица']}	геройская
{'name': 'безрукова', 'options': ['Героя Безрукова Улица']}	безрукова
{'name': 'быкова', 'options': ['Героя Быкова Улица']}	быкова
{'name': 'васильева', 'options': ['Героя Васильева Улица', 'Героя Советского Союза Васильева Улица']}	васильева
{'name': 'вилкова', 'options': ['Героя Вилкова Улица']}	вилкова
{'name': 'елисеева', 'options': ['Героя Елисеева Улица']}	елисеева
{'name': 'овчинникова', 'options': ['Героя Овчинникова Улица']}	овчинникова
{'name': 'попова', 'options': ['Героя Попова Улица']}	попова
{'name': 'рябцева', 'options': ['Героя Рябцева Улица']}	рябцева
{'name': 'самочкина', 'options': ['Героя Самочкина Улица']}	самочкина
{'name': 'смирнова', 'options': ['Героя Смирнова Улица', 'Героя Юрия Смирнова Улица']}	смирнова
{'name': 'бахтина', 'options': ['Героя Советского Союза Бахтина Улица']}	бахтина
{'name': 'гордеева', 'options': ['Героя Советского Союза Гордеева Улица']}	гордеева
{'name': 'ляпунова', 'options': ['Героя Советского Союза Ляпунова Улица', 'Ляпунова Улица']}	ляпунова
{'name': 'ляхова', 'options': ['Героя Советского Союза Ляхова Улица']}	ляхова
{'name': 'плотникова', 'options': ['Героя Советского Союза Плотникова Улица', 'Плотникова Улица']}	плотникова
{'name': 'поющева', 'options': ['Героя Советского Союза Поющева Улица', 'ГСК N12А ул Поющева Территория']}	поющева
{'name': 'прыгунова', 'options': ['Героя Советского Союза Прыгунова Улица']}	прыгунова
{'name': 'сафронова', 'options': ['Героя Советского Союза Сафронова Улица']}	сафронова
{'name': 'старикова', 'options': ['Героя Старикова Улица']}	старикова
{'name': 'усилова', 'options': ['Героя Усилова Улица']}	усилова
{'name': 'фильченкова', 'options': ['Героя Фильченкова Улица', 'Фильченкова Улица']}	фильченкова
{'name': 'чугунова', 'options': ['Героя Чугунова Улица']}	чугунова
{'name': 'шапошникова', 'options': ['Героя Шапошникова Улица']}	шапошникова
{'name': 'шнитникова', 'options': ['Героя Шнитникова Улица']}	шнитникова
{'name': 'юрина', 'options': ['Героя Юрина Улица']}	юрина
{'name': 'юрия', 'options': ['Героя Юрия Смирнова Улица']}	юрия
{'name': 'якушенко', 'options': ['Героя Якушенко Улица']}	якушенко
{'name': 'гжатская', 'options': ['Гжатская Улица']}	гжатская
{'name': 'судовой', 'options': ['Гк 1 по ул Судовой Территория', 'гк 3 по ул Судовой Территория', 'ГСк 1 по ул Судовой Территория']}	судовой
{'name': 'замкнутой', 'options': ['гк 10 по ул Замкнутой Территория', 'гк по ул Замкнутой Территория', 'ГСК по ул Замкнутой Территория']}	замкнутой
{'name': 'карпинского', 'options': ['гк 11 по ул Карпинского Территория', 'ГСК 11 ул Карпинского Территория', 'Карпинского Улица']}	карпинского
{'name': '21', 'options': ['ГК 21 по ул Зеленхозовской Территория', 'ГСК 21 ул.Ефремова Территория']}	21
{'name': 'зеленхозовской', 'options': ['ГК 21 по ул Зеленхозовской Территория']}	зеленхозовской
{'name': '22а', 'options': ['Гк 22А Территория', 'ГСК 22А ул. Светлоярская Территория']}	22а
{'name': '24-волга', 'options': ['Гк 24-Волга Территория', 'ГСК 24-Волга ул. Гаугеля Территория']}	24-волга
{'name': 'вузовской', 'options': ['Гк 27 по ул Вузовской Территория']}	вузовской
{'name': '29', 'options': ['гк 29 Территория', 'ГСК 29 ул. Гаугеля Территория']}	29
{'name': '29а', 'options': ['Гк 29А Территория', 'ГСК 29А ул. Гаугеля Территория']}	29а
{'name': '31-ветеран', 'options': ['гк 31-Ветеран Территория', 'ГСК 31-Ветеран ул. Федосеенко Территория']}	31-ветеран
{'name': '33а', 'options': ['Гк 33А Территория', 'ГСК 33А ул. Героев космоса Территория']}	33а
{'name': '36а', 'options': ['гк 36А Территория', 'ГСК 36А ул.Зайцева 31 Территория']}	36а
{'name': '39-двигатель', 'options': ['гк 39-Двигатель Территория', 'ГСК 39-Двигатель пр-т Кораблестроителей Территория']}	39-двигатель
{'name': '39а-факел', 'options': ['гк 39А-Факел Территория', 'ГСК 39А-Факел ул. Гаугеля Территория']}	39а-факел
{'name': 'победы-2', 'options': ['гк 40 лет Победы-2 Территория']}	победы-2
{'name': '42', 'options': ['Гк 42 Территория', 'ГСК 42 ул. Федосеенко 6 Территория']}	42
{'name': 'циолковского', 'options': ['гк N17 Циолковского Территория', 'ГСК 17 ул. Циолковского Территория', 'Циолковского Улица']}	циолковского
{'name': 'n2', 'options': ['гк N2 Судовая Территория', 'ГСК N2 по ул.Новикова-Прибоя Территория', 'с/т им Н.А.Островского N2 Территория', 'сдт Красное Сормово N2 Территория', 'СНТ N2 Ветеран Территория', 'СНТ N2 ОАО Зефс по ул Баумана Территория']}	n2
{'name': 'судовая', 'options': ['гк N2 Судовая Территория', 'ГСК 3 ул Судовая Территория', 'Судовая Улица']}	судовая
{'name': 'ефремова', 'options': ['гк N21 Ефремова Территория', 'Ефремова Улица']}	ефремова
{'name': 'сормово', 'options': ['гк N25 Сормово Территория', 'гк АО завод Красное Сормово Территория', 'ГСК АО завод Красное Сормово ул. Заводск Территория', 'сдт Красное Сормово N1 Территория', 'сдт Красное Сормово N2 Территория', 'Снт Сад N1 ОАО Завод Красное Сормово Садовое неком-е товарищество']}	сормово
{'name': 'n28-гаугеля', 'options': ['гк N28-Гаугеля Территория']}	n28-гаугеля
{'name': 'римского-корсакова', 'options': ['гк N4 Римского-Корсакова Территория', 'ГСК 30 ПК ул. Римского-Корсакова Территория', 'ГСК 5 ул. Римского-Корсакова Территория', 'ГСК 6а ул Римского-Корсакова Территория', 'Римского-Корсакова Улица']}	римского-корсакова
{'name': 'починки-2', 'options': ['гк N40 Починки-2 Территория']}	починки-2
{'name': 'n41', 'options': ['гк N41 Федосеенко Территория', 'ГСК N41 Кировский по ул.Ильменская Территория']}	n41
{'name': 'n7', 'options': ['ГК N7 по ул.Баумана Территория']}	n7
{'name': 'ул.баумана', 'options': ['ГК N7 по ул.Баумана Территория']}	ул.баумана
{'name': 'авторик-2', 'options': ['гк Авторик-2 Территория', 'ГСК Авторик-2 ул.Римского-Корсакова Территория']}	авторик-2
{'name': 'авторик-5', 'options': ['гк Авторик-5 Территория', 'ГСК Авторик-5 ул.Римского-Корсакова Территория']}	авторик-5
{'name': 'антей', 'options': ['гк Антей Территория', 'ГСК Антей ул. Сутырина Территория']}	антей
{'name': 'завод', 'options': ['гк АО завод Красное Сормово Территория', 'ГСК АО завод Красное Сормово ул. Заводск Территория', 'с/т Завод N170 Территория', 'Снт Сад N1 ОАО Завод Красное Сормово Садовое неком-е товарищество']}	завод
{'name': 'красное', 'options': ['гк АО завод Красное Сормово Территория', 'ГСК АО завод Красное Сормово ул. Заводск Территория', 'сдт Красное Сормово N1 Территория', 'сдт Красное Сормово N2 Территория', 'Снт Сад N1 ОАО Завод Красное Сормово Садовое неком-е товарищество']}	красное
{'name': 'армаком', 'options': ['гк Армаком Территория', 'ГСК Армаком ул. Заводской парк Территория']}	армаком
{'name': 'торфяная', 'options': ['гк Березка Торфяная Территория', 'Торфяная Улица']}	торфяная
{'name': 'березка-2', 'options': ['гк Березка-2 Территория']}	березка-2
{'name': 'бытовик', 'options': ['гк Бытовик Территория', 'ГСК Бытовик ул. Коминтерна Территория']}	бытовик
{'name': 'ветеран-нн', 'options': ['гк Ветеран-НН Территория', 'ГСК Ветеран-НН ул. Светлая Территория']}	ветеран-нн
{'name': 'водоканал-починки', 'options': ['гк Водоканал-Починки Территория']}	водоканал-починки
{'name': 'волга-24а', 'options': ['гк Волга-24а Территория', 'ГСК Волга-24а ул. Гаугеля Территория']}	волга-24а
{'name': 'культуры', 'options': ['гк Волна Культуры Территория', 'ГСК Волна ул. Культуры Территория', 'Культуры Улица']}	культуры
{'name': 'вымпел-1', 'options': ['гк Вымпел-1 Территория', 'Гск Вымпел-1 Территория']}	вымпел-1
{'name': 'газонаполнительная', 'options': ['гк Газонаполнительная Территория', 'ГСК Газонаполнительная ул. Баренца 16 Территория']}	газонаполнительная
{'name': 'горный', 'options': ['гк Горный Территория', 'Горный Переулок']}	горный
{'name': 'заря', 'options': ['гк Заря Территория', 'с/т Заря Территория', 'с/т Заря (Приокский р-н) Территория', 'сдт Заря Территория']}	заря
{'name': 'канал', 'options': ['гк Канал 6-мкр Территория', 'ГСК Канал (6-мкр) ул. Коновалова Территория', 'Шуваловский Канал']}	канал
{'name': '6-мкр', 'options': ['гк Канал 6-мкр Территория']}	6-мкр
{'name': 'караваиха-1', 'options': ['гк Караваиха-1 Территория']}	караваиха-1
{'name': 'караваиха-2', 'options': ['гк Караваиха-2 Территория']}	караваиха-2
{'name': 'касьяновский(ул.композ.касьянова)', 'options': ['ГК Касьяновский(ул.Композ.Касьянова) Территория']}	касьяновский(ул.композ.касьянова)
{'name': 'квант-2', 'options': ['гк Квант-2 Территория']}	квант-2
{'name': 'кварк', 'options': ['гк Кварк Зайцева Территория', 'ГСК Кварк (ул.Гоголя 5б) Территория', 'ГСК Кварк ул. Зайцева Территория']}	кварк
{'name': 'зайцева', 'options': ['гк Кварк Зайцева Территория', 'ГСК 36 ул. Зайцева Территория', 'ГСК Кварк ул. Зайцева Территория', 'Зайцева Улица']}	зайцева
{'name': 'керченский', 'options': ['ГК Керченский Территория']}	керченский
{'name': 'клен', 'options': ['гк Клен Территория']}	клен
{'name': 'ковалихинский(ул.ковалих.овраг', 'options': ['ГК Ковалихинский(ул.Ковалих.Овраг д7) Территория']}	ковалихинский(ул.ковалих.овраг
{'name': 'д7)', 'options': ['ГК Ковалихинский(ул.Ковалих.Овраг д7) Территория']}	д7)
{'name': 'коммунальник', 'options': ['Гк Коммунальник Территория', 'ГСК Коммунальник ул. Ногина Территория']}	коммунальник
{'name': 'краснозвездный', 'options': ['гк Краснозвездный Территория']}	краснозвездный
{'name': 'крассор', 'options': ['гк Крассор Территория', 'ГСК Крассор ул.Щербакова Территория']}	крассор
{'name': 'кузьминки(ш.казанское)', 'options': ['ГК Кузьминки(ш.Казанское) Территория']}	кузьминки(ш.казанское)
{'name': 'лада', 'options': ['гк Лада Территория', 'гк Лада Территория', 'гк Лада (Приокский) Территория', 'ГСК Лада Гаражно-строит-ный кооператив']}	лада
{'name': '(приокский)', 'options': ['гк Лада (Приокский) Территория', 'гк Медик (Приокский) Территория', 'Цветочная (Приокский) Улица']}	(приокский)
{'name': 'щербакова', 'options': ['Гк Левинка по ул Щербакова Территория', 'ГСК Левинка ул Щербакова Территория', 'ГСК Румб ул. Щербакова Территория', 'Щербакова Улица']}	щербакова
{'name': 'левинка-2', 'options': ['Гк Левинка-2 Территория', 'ГСК Левинка-2 ул. Коминтерна 49 Территория']}	левинка-2
{'name': 'ляховский', 'options': ['гк Ляховский Территория']}	ляховский
{'name': 'малиновая', 'options': ['гк Малиновая гряда-1 Территория', 'гк Малиновая гряда-2 Территория']}	малиновая
{'name': 'гряда-1', 'options': ['гк Малиновая гряда-1 Территория']}	гряда-1
{'name': 'гряда-2', 'options': ['гк Малиновая гряда-2 Территория']}	гряда-2
{'name': 'медик', 'options': ['Гк Медик Территория', 'гк Медик (Приокский) Территория', 'ГСК Медик Территория', 'с/т Медик Территория']}	медик
{'name': 'медик-1', 'options': ['гк Медик-1 Территория']}	медик-1
{'name': 'микрон', 'options': ['Гк Микрон Территория', 'ГСК Микрон ул. Светлоярская Территория']}	микрон
{'name': 'моряк', 'options': ['гк Моряк Свободы Территория', 'ГСК Моряк ул. Свободы Территория']}	моряк
{'name': 'свободы', 'options': ['гк Моряк Свободы Территория', 'ГСК Моряк ул. Свободы Территория', 'ГСК Сириус ул. Свободы 65 Территория', 'Свободы Площадь', 'Свободы Улица']}	свободы
{'name': 'мост', 'options': ['гк Мост Территория', 'ГСК Мост ул.Мокроусова около п/ст Светло Территория']}	мост
{'name': 'муравей', 'options': ['гк Муравей Территория']}	муравей
{'name': 'надежда', 'options': ['гк Надежда Территория', 'Надежда Гаражно-строит-ный кооператив', 'НП ССУ Надежда Некоммерческое партнерство', 'сдт Надежда Территория', 'СНТ Надежда Территория']}	надежда
{'name': 'надежда-2', 'options': ['гк Надежда-2 Территория', 'ТИЗ Надежда-2 Территория']}	надежда-2
{'name': 'надежда-3', 'options': ['гк Надежда-3 Территория', 'ТИЗ Надежда-3 Территория']}	надежда-3
{'name': 'народный', 'options': ['гк Народный Территория', 'ГСК Народный ул. Мунина Территория']}	народный
{'name': 'нижегородец', 'options': ['гк Нижегородец Территория', 'с/т Нижегородец Территория']}	нижегородец
{'name': 'нижегородец-3', 'options': ['гк Нижегородец-3 Территория']}	нижегородец-3
{'name': 'ока', 'options': ['гк Ока Территория']}	ока
{'name': 'около', 'options': ['ГК около МП Дорожник Территория', 'ГСК Мост ул.Мокроусова около п/ст Светло Территория']}	около
{'name': 'мп', 'options': ['ГК около МП Дорожник Территория']}	мп
{'name': 'дорожник', 'options': ['ГК около МП Дорожник Территория']}	дорожник
{'name': 'октябрь', 'options': ['гк Октябрь Территория']}	октябрь
{'name': 'олень', 'options': ['Гк Олень Территория']}	олень
{'name': 'олень-1', 'options': ['гк Олень-1 Территория']}	олень-1
{'name': 'олень-2а', 'options': ['Гк Олень-2А Территория']}	олень-2а
{'name': 'олень-4', 'options': ['ГК Олень-4 Гаражно-строит-ный кооператив', 'Олень-4 Гаражно-строит-ный кооператив']}	олень-4
{'name': 'печерский', 'options': ['гк Печерский Территория', 'Печерский Съезд Улица']}	печерский
{'name': 'пионер', 'options': ['гк Пионер Территория', 'СНТ Пионер Яблоневая Улица']}	пионер
{'name': 'планета', 'options': ['гк Планета Новые пески Территория', 'ГСК Планета ул. Новые пески Территория']}	планета
{'name': 'новые', 'options': ['гк Планета Новые пески Территория', 'ГСК Планета ул. Новые пески Территория', 'Новые Пески Улица', 'Новые Полянки Улица']}	новые
{'name': 'пески', 'options': ['гк Планета Новые пески Территория', 'ГСК Планета ул. Новые пески Территория', 'Новые Пески Улица', 'Старые Пески Улица']}	пески
{'name': 'планета-2', 'options': ['гк Планета-2 Волжская Территория', 'ГСК Планета-2 ул. Волжская Территория']}	планета-2
{'name': 'рубинчика', 'options': ['гк по Рубинчика Территория', 'ГСК 8 ул. Ефима Рубинчика Территория', 'ГСК по ул. Рубинчика Территория', 'ГСК Союзный ул. Ефима Рубинчика Территория', 'Ефима Рубинчика Улица']}	рубинчика
{'name': 'станционной', 'options': ['гк по ул Станционной Территория', 'ГСК по ул Станционной Территория']}	станционной
{'name': 'прогресс', 'options': ['гк Прогресс Территория']}	прогресс
{'name': 'радуга', 'options': ['гк Радуга Территория', 'с/т Радуга Территория']}	радуга
{'name': 'ракета', 'options': ['гк Ракета Рабфаковская Территория', 'ГСК Ракета ул.Рабфаковская Территория', 'Ракета Территория ТСН', 'СНТ Ракета (ул.Деловая) Территория']}	ракета
{'name': 'рабфаковская', 'options': ['гк Ракета Рабфаковская Территория', 'Рабфаковская Улица']}	рабфаковская
{'name': 'речник(д.новая)', 'options': ['ГК Речник(д.Новая) Территория']}	речник(д.новая)
{'name': 'ромашка', 'options': ['гк Ромашка Территория']}	ромашка
{'name': 'румб', 'options': ['гк Румб Территория', 'ГСК Румб ул. Щербакова Территория']}	румб
{'name': 'светлояр', 'options': ['гк Светлояр Территория', 'ГСК Светлояр ул. Светлоярская Территория']}	светлояр
{'name': 'семашко', 'options': ['ГК Семашко (ул.Родионова 188д) Территория', 'Семашко Улица']}	семашко
{'name': '(ул.родионова', 'options': ['ГК Семашко (ул.Родионова 188д) Территория', 'ГК Семашковец1 (ул.Родионова 186г) Территория', 'ГСК Гарантия (ул.Родионова 181) Территория', 'ГСК Маяк (ул.Родионова 163е) Территория']}	(ул.родионова
{'name': '188д)', 'options': ['ГК Семашко (ул.Родионова 188д) Территория']}	188д)
{'name': 'семашко(ул.родионова)', 'options': ['ГК Семашко(ул.Родионова) Территория']}	семашко(ул.родионова)
{'name': 'семашковец1', 'options': ['ГК Семашковец1 (ул.Родионова 186г) Территория']}	семашковец1
{'name': '186г)', 'options': ['ГК Семашковец1 (ул.Родионова 186г) Территория']}	186г)
{'name': 'семашковец1(родионова', 'options': ['ГК Семашковец1(Родионова 190) Территория']}	семашковец1(родионова
{'name': '190)', 'options': ['ГК Семашковец1(Родионова 190) Территория', 'ГСК Скальпель(ул.Родионова 190) Территория']}	190)
{'name': 'сигнал', 'options': ['гк Сигнал Территория', 'гк Сигнал Территория', 'ГСК Сигнал Территория', 'ГСК Сигнал (ул Бринского) Территория', 'ГСК Сигнал ул. Станиславского Территория']}	сигнал
{'name': 'сириус', 'options': ['гк Сириус Территория', 'ГСК Сириус ул. Свободы 65 Территория']}	сириус
{'name': 'сокол', 'options': ['гк Сокол Территория', 'СНТ Сокол САД 1 Садовое неком-е товарищество', 'СНТ Сокол сад 1 Садовое неком-е товарищество', 'Снт Сокол сад 3 Садовое неком-е товарищество', 'СНТ Сокол сад 5 Территория СНТ', 'Сокол САД 1 Территория СНТ']}	сокол
{'name': 'союз', 'options': ['ГК Союз Территория', 'ГСК Союз Территория', 'ГСК Союз пер. Союзный Территория']}	союз
{'name': 'союзный', 'options': ['гк Союзный Территория', 'ГСК Союз пер. Союзный Территория', 'ГСК Союзный ул. Ефима Рубинчика Территория', 'Союзный Проспект', 'Союзный Переулок']}	союзный
{'name': 'сплав', 'options': ['гк Сплав Территория']}	сплав
{'name': 'спорт', 'options': ['гк Спорт Территория', 'гк Спорт 2а Территория']}	спорт
{'name': '2а', 'options': ['гк Спорт 2а Территория']}	2а
{'name': 'спорт-2', 'options': ['гк Спорт-2 Территория']}	спорт-2
{'name': 'спорт-3', 'options': ['гк Спорт-3 Территория']}	спорт-3
{'name': 'спутник', 'options': ['гк Спутник Территория', 'ГК Спутник поул.Возрождения Территория', 'ГСК Спутник Территория', 'ГСК Спутник ул. Гаугеля Территория', 'СНТ Спутник (у д.Афонино) Территория']}	спутник
{'name': 'поул.возрождения', 'options': ['ГК Спутник поул.Возрождения Территория']}	поул.возрождения
{'name': 'станиславского', 'options': ['Гк Станиславского Территория', 'ГСК Сигнал ул. Станиславского Территория', 'ГСК Станиславского по ул. Станиславского Территория', 'ГСК Станиславского по ул. Станиславского Территория', 'Станиславского Улица']}	станиславского
{'name': 'старая', 'options': ['гк Старая Канава Территория', 'ГСК Старая Канава ул. Старая Канава Территория', 'ГСК Старая Канава ул. Старая Канава Территория', 'Старая Канава Улица']}	старая
{'name': 'канава', 'options': ['гк Старая Канава Территория', 'ГСК Старая Канава ул. Старая Канава Территория', 'ГСК Старая Канава ул. Старая Канава Территория', 'Старая Канава Улица']}	канава
{'name': 'старт(ул.ошарская', 'options': ['ГК Старт(ул.Ошарская 15) Территория']}	старт(ул.ошарская
{'name': '15)', 'options': ['ГК Старт(ул.Ошарская 15) Территория']}	15)
{'name': 'стартер', 'options': ['гк Стартер Территория']}	стартер
{'name': 'строитель', 'options': ['гк Строитель Территория', 'ГСК Строитель ул.-Коминтерна Территория', 'с/т Строитель Территория', 'СНТ Строитель Садовое неком-е товарищество']}	строитель
{'name': 'строитель-коминтерна', 'options': ['гк Строитель-Коминтерна Территория']}	строитель-коминтерна
{'name': 'телефонист', 'options': ['ГК Телефонист Территория']}	телефонист
{'name': 'террикон', 'options': ['гк Террикон Командина Улица', 'ГСК Террикон ул. Командина Улица']}	террикон
{'name': 'командина', 'options': ['гк Террикон Командина Улица', 'ГСК Террикон ул. Командина Улица', 'Командина Улица']}	командина
{'name': 'трамплин', 'options': ['гк Трамплин Территория']}	трамплин
{'name': 'щербинки', 'options': ['гк Щербинки Территория', 'Учхоз Щербинки Территория', 'Щербинки 1 Микрорайон', 'Щербинки 2 Микрорайон']}	щербинки
{'name': 'элита', 'options': ['гк Элита Территория', 'ГСК Элита К ул. Сумская Территория', 'ГСК Элита ул. Василия Иванова Территория']}	элита
{'name': 'эмка', 'options': ['гк ЭМКа Федосеенко Территория', 'ГСК ЭМКа ул. Федосеенко Территория']}	эмка
{'name': 'энтальпия', 'options': ['гк Энтальпия Территория', 'ГСК Энтальпия ул. Коминерна Территория']}	энтальпия
{'name': 'южный-1', 'options': ['гк Южный-1 Территория']}	южный-1
{'name': 'глазунова', 'options': ['Глазунова Улица']}	глазунова
{'name': 'глеба', 'options': ['Глеба Успенского Улица']}	глеба
{'name': 'успенского', 'options': ['Глеба Успенского Улица']}	успенского
{'name': 'глинки', 'options': ['Глинки Улица']}	глинки
{'name': 'гнилицкая', 'options': ['Гнилицкая Улица']}	гнилицкая
{'name': 'гоголя', 'options': ['Гоголя Улица', 'Гоголя Переулок']}	гоголя
{'name': 'головнина', 'options': ['Головнина Проезд', 'Головнина Улица', 'Головнина Переулок']}	головнина
{'name': 'голубева', 'options': ['Голубева Улица']}	голубева
{'name': 'гончарова', 'options': ['Гончарова Улица']}	гончарова
{'name': 'горбатовская', 'options': ['Горбатовская Улица']}	горбатовская
{'name': 'гордеевская', 'options': ['Гордеевская Улица']}	гордеевская
{'name': 'горловская', 'options': ['Горловская Улица']}	горловская
{'name': 'горная', 'options': ['Горная Улица']}	горная
{'name': 'городецкий', 'options': ['Городецкий Переулок']}	городецкий
{'name': 'гороховецкая', 'options': ['Гороховецкая Улица']}	гороховецкая
{'name': 'горочная', 'options': ['Горочная Улица']}	горочная
{'name': 'гранитный', 'options': ['Гранитный Переулок']}	гранитный
{'name': 'грачевская', 'options': ['Грачевская Улица']}	грачевская
{'name': 'гребешковский', 'options': ['Гребешковский Откос Улица']}	гребешковский
{'name': 'откос', 'options': ['Гребешковский Откос Улица']}	откос
{'name': 'гребного', 'options': ['Гребного канала Набережная']}	гребного
{'name': 'канала', 'options': ['Гребного канала Набережная']}	канала
{'name': 'грекова', 'options': ['Грекова Улица', 'Грекова Переулок']}	грекова
{'name': 'гремячий', 'options': ['Гремячий Переулок']}	гремячий
{'name': 'грига', 'options': ['Грига Улица']}	грига
{'name': 'григоровича', 'options': ['Григоровича Улица']}	григоровича
{'name': 'гродненская', 'options': ['Гродненская Улица']}	гродненская
{'name': 'грубе', 'options': ['Грубе Улица']}	грубе
{'name': 'грузинская', 'options': ['Грузинская Улица']}	грузинская
{'name': 'грузовая', 'options': ['Грузовая Улица']}	грузовая
{'name': 'грушевая', 'options': ['Грушевая Улица']}	грушевая
{'name': 'центр', 'options': ['ГСК 1 Центр Территория']}	центр
{'name': 'замкнутая', 'options': ['ГСК 10 ул Замкнутая Территория', 'Замкнутая Улица']}	замкнутая
{'name': '11а', 'options': ['ГСК 11А Территория']}	11а
{'name': 'пингвин', 'options': ['ГСК 12 Пингвин Территория']}	пингвин
{'name': 'износкова', 'options': ['ГСК 15 ул. Износкова Территория', 'Износкова Улица']}	износкова
{'name': 'ул.судовая', 'options': ['ГСК 2 ул.Судовая Территория']}	ул.судовая
{'name': '20а', 'options': ['ГСК 20А Территория']}	20а
{'name': 'ул.ефремова', 'options': ['ГСК 21 ул.Ефремова Территория']}	ул.ефремова
{'name': 'светлоярская', 'options': ['ГСК 22 ул. Светлоярская Территория', 'ГСК 22А ул. Светлоярская Территория', 'ГСК Микрон ул. Светлоярская Территория', 'ГСК Светлояр ул. Светлоярская Территория', 'Светлоярская Улица']}	светлоярская
{'name': 'фучика', 'options': ['ГСК 3 ул Фучика Территория', 'ГСК N3 ул Фучика Территория', 'ГСК N4 ул Фучика Территория', 'Юлиуса Фучика Улица']}	фучика
{'name': 'калашникова', 'options': ['ГСК 3 ул. Калашникова Территория', 'Калашникова Улица']}	калашникова
{'name': 'мокроусова', 'options': ['ГСК 33 ул. Мокроусова Территория', 'Мокроусова Улица']}	мокроусова
{'name': 'микррайон', 'options': ['ГСК 34 6-й микррайон Территория']}	микррайон
{'name': 'новосельская', 'options': ['ГСК 35 ул. Новосельская Территория', 'Новосельская Улица']}	новосельская
{'name': 'ул.зайцева', 'options': ['ГСК 36А ул.Зайцева 31 Территория']}	ул.зайцева
{'name': 'пр-т', 'options': ['ГСК 39-Двигатель пр-т Кораблестроителей Территория']}	пр-т
{'name': 'кораблестроителей', 'options': ['ГСК 39-Двигатель пр-т Кораблестроителей Территория', 'Кораблестроителей Проспект']}	кораблестроителей
{'name': 'ул.римского-корсакова', 'options': ['ГСК 4 ул.Римского-Корсакова Территория', 'ГСК Авторик-2 ул.Римского-Корсакова Территория', 'ГСК Авторик-5 ул.Римского-Корсакова Территория']}	ул.римского-корсакова
{'name': 'ул.кораблестроителейпочинки-2', 'options': ['ГСК 40 ул.КораблестроителейПочинки-2 Территория']}	ул.кораблестроителейпочинки-2
{'name': '41', 'options': ['ГСК 41 ул.Федосеенко Территория']}	41
{'name': 'ул.федосеенко', 'options': ['ГСК 41 ул.Федосеенко Территория']}	ул.федосеенко
{'name': 'заводской', 'options': ['ГСК 45 ул Заводской парк Территория', 'ГСК Армаком ул. Заводской парк Территория', 'Заводской парк Улица']}	заводской
{'name': 'парк', 'options': ['ГСК 45 ул Заводской парк Территория', 'ГСК Армаком ул. Заводской парк Территория', 'Заводской парк Улица']}	парк
{'name': 'автозаводец', 'options': ['ГСК 6 Автозаводец Территория']}	автозаводец
{'name': 'денис', 'options': ['ГСК 6 Денис Территория']}	денис
{'name': 'ефима', 'options': ['ГСК 8 ул. Ефима Рубинчика Территория', 'ГСК Союзный ул. Ефима Рубинчика Территория', 'Ефима Рубинчика Улица']}	ефима
{'name': '8а', 'options': ['ГСК 8А Территория']}	8а
{'name': 'ул.удмуртская', 'options': ['ГСК N1 по ул.Удмуртская Территория', 'ГСК N3А Вестник по ул.Удмуртская Территория']}	ул.удмуртская
{'name': 'n12а', 'options': ['ГСК N12А ул Поющева Территория']}	n12а
{'name': 'ул.новикова-прибоя', 'options': ['ГСК N2 по ул.Новикова-Прибоя Территория']}	ул.новикова-прибоя
{'name': 'n23', 'options': ['ГСК N23 по ул.Памирская Территория']}	n23
{'name': 'ул.памирская', 'options': ['ГСК N23 по ул.Памирская Территория']}	ул.памирская
{'name': 'автозаводский', 'options': ['ГСК N3 Автозаводский Территория', 'СНТ N3 Автозаводский Территория']}	автозаводский
{'name': 'n3а', 'options': ['ГСК N3А Вестник по ул.Удмуртская Территория']}	n3а
{'name': 'вестник', 'options': ['ГСК N3А Вестник по ул.Удмуртская Территория']}	вестник
{'name': 'ул.лейтенанта', 'options': ['ГСК N4 ул.Лейтенанта Шмидта Территория']}	ул.лейтенанта
